IPR	description	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
IPR029052	Metallo-dependent phosphatase-like	8962	10343	11753	7775	7547	8847	9167	11279	7327	6688	7898	8377	12625	9571	6728	10615	7124	13045	11860	14465	10937	9987	7536	12187
IPR029054	dUTPase-like	1759	2342	1469	3061	2566	1534	1473	2506	2203	2317	1331	2576	1225	1854	1743	1408	2807	1721	1598	1320	2052	1649	2154	2336
IPR029055	Nucleophile aminohydrolases, N-terminal	9016	11110	12647	6511	5946	8128	8701	11999	7731	5506	7170	8546	14207	9701	4920	11462	6009	12513	11490	16024	10528	9502	5439	11580
IPR029056	Ribokinase-like	6041	7347	10000	4143	3595	5303	6314	7906	5106	3368	4765	5584	8938	6595	3172	9114	3824	8719	7839	10155	6851	6897	3553	7649
IPR029058	Alpha/Beta hydrolase fold	22581	31516	26538	16634	16634	25088	26320	34030	25005	14956	22396	28132	50384	24432	12982	23975	15156	26424	23628	57886	31335	28871	14480	35064
IPR029059	Alpha/beta hydrolase fold-5	35	88	5	26	29	27	50	90	32	17	23	32	51	32	34	3	36	14	16	68	25	42	37	43
IPR029060	PIN domain-like	9000	8136	9958	5385	5895	6003	7167	8464	6593	5425	5373	7315	8113	9888	5337	9033	4906	9608	8982	9160	8863	7981	5882	9836
IPR029062	Class I glutamine amidotransferase-like	11746	13616	15496	7550	7603	9861	11215	14394	9691	6999	8871	10727	18387	12735	6285	14457	7067	14792	13462	20887	12600	12081	6918	14013
IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	6987	6068	8990	11680	11262	10090	7351	6417	8198	10319	9213	8946	4272	7549	8182	8083	10859	7446	6844	4821	6383	8079	9025	7024
IPR029064	50S ribosomal protein L30e-like	738	1084	990	602	471	794	859	1248	756	425	622	842	1212	848	435	915	492	946	833	1365	1054	959	495	1194
IPR029065	Enolase C-terminal domain-like	5774	5902	8023	2695	3168	4142	4818	6294	4035	2890	3784	4559	7967	6221	2865	7465	2562	5001	4668	8791	4612	5197	3111	5104
IPR029066	PLP-binding barrel	4221	5751	6024	2871	2689	3858	4462	6031	4042	2438	3358	4502	7223	4498	2152	5463	2694	7112	6394	8300	5464	4872	2408	6063
IPR029067	CDC48 domain 2-like	30	74	40	52	26	27	60	63	30	24	28	39	63	27	24	49	47	35	25	69	99	63	31	64
IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	5500	6609	5318	2902	2921	5545	5917	7219	4666	2602	4800	5195	10300	6058	2841	4709	2749	5376	4855	11846	5747	6459	3210	6580
IPR029070	Chitinase insertion domain	68	94	35	90	55	66	75	131	86	33	58	99	66	82	37	37	76	40	37	74	81	82	34	92
IPR029073	Protein of unknown function DUF4661	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029074	Immunity protein 49	2	2	0	1	2	0	2	2	6	0	1	9	6	7	0	0	1	1	0	1	2	1	0	1
IPR029077	Immunity protein 45	12	33	21	14	18	4	9	33	15	20	7	12	9	14	3	25	8	8	2	15	90	10	4	92
IPR029079	Immunity protein 43	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	4	5	0	0	0	0	0
IPR029080	Immunity protein 40	1	1	0	2	0	0	1	2	0	1	2	0	2	0	0	0	0	0	0	0	0	1	1	0
IPR029081	Immunity protein 39	0	1	1	1	2	0	4	0	0	1	1	0	1	0	0	2	0	0	0	1	0	3	0	1
IPR029082	Immunity protein 35	1	0	1	0	0	3	1	3	4	1	4	1	1	3	0	0	0	0	0	2	2	0	0	2
IPR029083	Immunity protein 32	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	2	3
IPR029084	Immunity protein 30	3	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0
IPR029085	Immunity protein 25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IPR029086	Immunity protein 19	0	0	0	2	1	2	0	0	0	1	2	0	0	0	1	0	1	3	5	0	0	1	1	0
IPR029087	Immunity protein 17	3	1	0	3	3	6	3	2	3	3	5	3	0	6	3	2	6	23	17	0	0	4	5	2
IPR029090	Protein of unknown function DUF4659	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
IPR029091	Chromatin assembly factor 1 subunit A, N-terminal	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029092	ZW10 interactor	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
IPR029094	Draxin	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
IPR029095	NarX-like, N-terminal	178	248	450	182	161	206	193	284	212	152	167	224	484	180	94	361	150	727	618	590	378	195	107	437
IPR029097	Bacterial toxin 8	0	1	1	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0
IPR029098	Udp N-acetylglucosamine O-acyltransferase, C-terminal	320	440	594	281	219	335	300	476	266	214	300	322	594	322	194	551	293	628	639	664	399	335	203	463
IPR029099	Ribose-phosphate pyrophosphokinase, N-terminal domain	769	1074	1305	530	491	671	802	1224	677	429	627	729	1190	839	454	1236	509	1180	1090	1323	1068	886	510	1151
IPR029100	Bacterial toxin 50	6	3	0	4	2	1	8	6	0	1	1	1	2	2	2	0	1	1	1	3	2	8	1	3
IPR029102	Bacterial toxin 4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
IPR029103	Bacterial toxin 47	4	13	1	11	28	1	5	11	5	12	0	3	5	3	11	1	13	0	0	4	40	8	8	39
IPR029104	Retro-transcribing virus envelope glycoprotein	0	1	1	0	3	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
IPR029105	Chromatin assembly factor 1 subunit A, C-terminal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029108	Bacterial toxin 37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
IPR029109	Bacterial toxin 35	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029110	Bacterial toxin 33	0	0	1	0	1	0	0	0	0	3	0	0	2	0	0	1	0	0	0	2	0	0	1	0
IPR029111	Bacterial toxin 30	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0
IPR029112	Bacterial toxin 27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029113	Bacterial toxin 25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
IPR029114	Bacterial toxin 24	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
IPR029115	Bacterial toxin 23	3	11	5	0	7	6	0	5	3	2	3	5	4	1	2	2	2	5	2	5	6	0	0	5
IPR029116	Bacterial toxin 22	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR029117	Novel toxin 17	0	0	2	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	5	0	0	1	1
IPR029118	Novel toxin 16	2	4	0	0	0	0	0	3	1	1	0	2	6	2	2	0	2	2	3	6	0	0	0	1
IPR029119	MutY, C-terminal	35	50	149	28	39	26	34	50	20	31	29	34	81	37	13	114	36	157	124	79	45	34	33	64
IPR029120	Novel toxin 14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
IPR029121	Novel toxin 11	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	3	1	0	3	0	0	0	1
IPR029122	Novel toxin 10	0	6	0	1	0	1	1	5	1	0	0	2	3	0	1	0	0	0	0	1	0	1	1	0
IPR029123	Splicing factor RBM39, linker	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	4	1	0	1	0
IPR029126	Restriction endonuclease BpuSI, N-terminal domain	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029127	MvaI/BcnI restriction endonuclease	27	32	45	9	12	21	14	36	43	6	22	36	25	25	20	57	9	54	55	34	29	19	22	33
IPR029128	Restriction endonuclease ThaI	6	6	1	2	0	0	0	6	2	0	0	1	1	6	3	0	1	0	0	1	0	0	0	0
IPR029129	Chromatin assembly factor 1 subunit B, C-terminal domain	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029130	Acid ceramidase, N-terminal	0	3	0	3	0	12	1	4	1	2	10	0	2	0	0	0	5	3	1	0	4	5	2	8
IPR029131	HAUS augmin-like complex subunit 5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029132	Choloylglycine hydrolase/NAAA C-terminal	219	283	108	225	121	166	305	328	329	94	166	369	170	216	86	95	208	244	234	176	223	332	87	239
IPR029135	Protein phosphatase 1 regulatory subunit 35, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029136	Nuclear protein MDM1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029139	NADPH-dependent 7-cyano-7-deazaguanine reductase, N-terminal	100	163	596	105	148	125	113	165	109	124	104	107	328	115	63	591	98	390	346	397	272	121	75	300
IPR029140	Fimbrial subunit protein, C-terminal	7	4	6	6	4	5	8	7	3	9	4	3	3	3	3	1	11	24	18	3	0	3	4	2
IPR029141	Major fimbrial subunit protein, N-terminal	4	1	1	4	2	6	0	2	0	1	2	1	0	3	2	1	1	20	16	1	1	1	0	0
IPR029144	Threonine synthase, N-terminal	266	295	668	195	179	282	216	319	240	168	259	258	448	291	138	623	189	428	424	528	345	239	168	362
IPR029145	Neuroblastoma-amplified sequence, N-terminal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR029146	CST complex subunit Ten1, animal and plant type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IPR029147	Domain of unknown function DUF4483	2	1	6	3	0	2	3	3	4	1	0	3	4	0	2	4	1	5	6	12	20	7	0	25
IPR029148	FACT complex subunit Spt16, N-terminal lobe domain	0	1	2	2	2	1	1	2	1	0	1	0	1	1	0	1	1	0	1	1	1	2	0	0
IPR029149	Creatinase/Aminopeptidase P/Spt16, N-terminal	674	1081	1433	579	504	908	966	1192	738	437	821	810	1451	793	444	1368	546	1443	1358	1556	1063	1072	501	1161
IPR029150	Double Cache domain 3	9	7	5	9	8	13	9	10	9	9	5	9	15	17	8	1	6	1	4	19	4	9	9	8
IPR029154	3-hydroxyisobutyrate dehydrogenase, NAD-binding domain	401	617	1479	342	280	527	499	661	456	253	506	485	1104	454	272	1374	302	1334	1186	1204	727	553	338	785
IPR029155	SIPAR domain	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
IPR029156	CST complex subunit CTC1	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR029157	Centrosomal CEP44 domain	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	2
IPR029158	Stimulator of interferon genes protein	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029159	Casein Kinase 2 substrate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR029160	CCSMST1 family	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
IPR029161	Spermatogenesis-associated protein 16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR029162	TRP-interacting helix, InaF motif	2	6	0	3	0	0	3	6	3	4	3	5	7	3	2	3	2	7	5	2	9	3	1	3
IPR029164	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
IPR029168	Meiotic recombination protein REC114-like	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029169	PEST proteolytic signal-containing nuclear protein	0	1	0	1	0	1	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR029170	FAM180 family	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029171	Protein of unknown function DUF4638	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR029176	Spermatogenesis-associated protein 24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IPR029177	Interferon lambda	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029178	Extracellular mutant protein 11, C-terminal	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	3
IPR029179	Mitochondrial import receptor subunit TOM5 homologue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR029181	Barttin domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
IPR029182	Mitochondrial import receptor subunit TOM6 homologue	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR029188	Ribosomal RNA-processing protein 14, N-terminal	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029190	Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain	0	2	1	0	3	0	2	1	0	3	0	0	1	0	0	2	1	0	1	2	0	0	1	3
IPR029191	Up-regulated during septation protein 1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
IPR029195	Host cell factor C1 regulator 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR029196	Protein of unknown function DUF4588	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR029197	Cytoskeleton-associated protein 2, C-terminal	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029199	THRAP3/BCLAF1 family	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	1	2	1	1	0	1	0	0	0
IPR029200	Transmembrane protein 247	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029204	CB1 cannabinoid receptor-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
IPR029205	Aftiphilin, clathrin-binding box	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029207	FAM198 family	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
IPR029208	Cytochrome c oxidase assembly protein COX14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR029210	Plasmodium falciparum erythrocyte membrane protein-1, N-terminal segment	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
IPR029212	Rho guanine nucleotide exchange factor 5/35, N-terminal	0	0	1	1	3	0	0	0	0	3	0	0	1	0	1	1	0	0	0	1	0	1	1	0
IPR029213	Cell-cell fusogen EFF/AFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR029214	FAM183 family	0	0	2	1	0	0	4	1	0	2	0	2	4	2	0	1	0	1	1	3	5	1	3	4
IPR029215	High mobility group box domain 5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029218	Penicillin-binding protein Tp47, domain C	4	5	3	3	5	7	3	3	0	3	5	3	1	6	6	2	5	14	13	1	1	3	8	3
IPR029221	Penicillin-binding protein Tp47 domain A	8	1	2	4	1	13	0	3	4	1	8	0	0	8	5	4	2	16	16	0	4	1	6	3
IPR029222	Protein FAM104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR029224	Pilus-assembly complex, chaperone PapJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR029225	Nse4/EID protein, Nse3/MAGE-binding domain	0	0	3	2	1	0	0	1	3	1	1	2	3	0	0	1	1	1	0	3	3	1	0	0
IPR029228	Alkyl sulfatase dimerisation domain	244	323	93	137	138	251	246	330	211	135	218	262	445	237	118	80	131	162	168	499	329	265	148	352
IPR029229	Alkyl sulfatase, C-terminal	93	155	40	65	80	94	72	169	130	49	78	123	185	125	60	44	53	84	77	177	150	110	58	152
IPR029231	Fimbrillin-like	1	0	0	0	0	1	1	0	0	0	2	0	0	1	2	0	0	2	2	0	0	1	2	0
IPR029234	Testis-expressed sequence 33 protein family	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029236	Protein of unknown function DUF4618	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029239	C8orf37 protein	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3
IPR029243	Lantibiotic alpha component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR029245	Protein of unknown function DUF4528	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029246	Protein TALPID3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029247	FAM168A/MANI	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029248	Transmembrane protein 107	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	7	2	1	4
IPR029250	Protein of unknown function DUF4571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR029251	Fanconi anemia-associated protein of 100kDa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029254	MORF4 family-associated protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR029255	Ceroid-lipofuscinosis neuronal protein 6	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR029256	Helicase-associated putative binding domain	0	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0
IPR029257	Rab3GAP regulatory subunit, C-terminal	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
IPR029259	Rapamycin-insensitive companion of mTOR, phosphorylation-site	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029260	Dual specificity/tyrosine protein phosphatase, N-terminal	4	9	29	11	6	8	50	11	3	6	5	8	29	5	4	20	7	17	25	27	64	53	2	68
IPR029261	Transposase IS204/IS1001/IS1096/IS1165, zinc-finger	121	309	1878	205	390	235	241	318	304	376	199	329	217	119	166	1807	150	363	324	296	344	280	182	414
IPR029262	DNA-directed RNA polymerase, N-terminal	19	23	31	108	26	31	36	19	15	26	38	17	7	24	17	15	109	56	61	5	23	48	29	29
IPR029263	Respiratory nitrate reductase beta, C-terminal	135	288	462	167	137	125	207	264	177	116	134	194	180	142	65	390	151	509	459	184	315	219	69	313
IPR029265	Transmembrane protein 51	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR029267	FAM212 domain	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
IPR029270	Limb expression 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR029273	Cdc42 effector	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
IPR029274	Protein of unknown function DUF4615	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR029276	Plasminogen-binding protein  PgbA, N-terminal	14	8	4	16	3	6	1	14	7	7	5	7	3	14	7	4	12	10	6	3	5	1	7	5
IPR029278	Immunity protein 26	1	0	1	1	8	0	0	5	1	6	1	1	3	6	2	4	0	0	0	4	1	1	4	2
IPR029279	FLYWCH-type zinc finger-containing protein, N-terminal	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR029281	FAM194 family	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
IPR029288	Protein of unknown function DUF4607	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029289	Coordinator of PRMT5 and differentiation stimulator	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029291	DNA binding protein Tfx, C-terminal	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
IPR029292	Methylated in normal thymocytes protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR029295	Snf2, ATP coupling domain	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	1
IPR029297	Spermatogenesis-associated protein 32	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
IPR029298	RFX5, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR029299	ALMS motif	0	1	1	0	0	0	1	0	1	0	0	1	2	2	2	0	0	1	0	0	2	2	0	2
IPR029302	Intraflagellar transport protein 43	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	2	3	0	1
IPR029303	Polysaccharide biosynthesis protein, C-terminal domain	310	310	141	180	101	220	169	292	184	92	177	216	255	377	131	143	164	298	270	328	193	206	156	189
IPR029304	A-kinase anchor protein 2, C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR029307	INTS6/SAGE1/DDX26B/CT45, C-terminal	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029308	FANCI solenoid 1 domain	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029310	FANCI helical domain 1	0	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
IPR029312	FANCI helical domain 2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR029314	FANCI solenoid 4 domain	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
IPR029315	FANCI solenoid 2 domain	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR029319	DNA ligase, OB-like domain	172	194	92	355	215	252	126	206	141	198	196	146	208	175	301	100	283	260	196	210	241	149	338	264
IPR029320	Acyl-coenzyme A oxidase, N-terminal	2	6	4	4	0	0	4	5	5	1	6	1	4	2	6	5	4	1	3	5	9	3	4	9
IPR029321	Integrator complex subunit 2	0	5	0	1	0	1	1	1	0	0	2	0	2	0	4	0	1	1	1	1	0	0	0	0
IPR029322	Domain of unknown function DUF4474	2	2	0	1	1	3	1	3	0	0	1	0	2	0	2	0	0	8	6	4	1	1	0	1
IPR029324	Mitochondrial apoptosis-inducing factor, C-terminal domain	1	2	1	3	1	5	0	1	1	2	1	0	5	0	1	2	1	1	0	5	2	1	2	0
IPR029327	HAUS augmin-like complex subunit 4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IPR029329	Domain of unknown function DUF4472	1	0	0	0	0	1	0	0	2	0	1	0	1	0	0	1	2	1	3	2	2	3	0	1
IPR029330	Spindle pole body component Bbp1, C-terminal	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029333	Ciliary BBSome complex subunit 2, C-terminal domain	2	5	5	2	2	2	4	6	1	0	2	4	3	1	1	3	3	5	5	6	7	4	0	4
IPR029334	Protein phosphatase 1 binding domain	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029335	Phage-encoded virulence factor	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029336	Protein of unknown function DUF4594	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029342	ECSIT, C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR029344	Histone RNA hairpin-binding protein, RNA-binding domain	0	1	2	1	0	1	1	2	0	1	1	0	1	0	0	1	0	1	2	0	1	1	0	0
IPR029345	Maltose transport system permease protein MalF, P2 domain	9	16	12	12	7	25	15	24	12	4	13	11	16	18	3	7	22	13	18	28	16	7	4	21
IPR029346	Ubiquitin carboxyl-terminal hydrolase, C-terminal	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
IPR029347	Raptor, N-terminal CASPase-like domain	0	5	0	0	1	0	1	1	0	0	5	1	1	0	1	0	1	1	0	2	0	1	0	2
IPR029349	Domain of unknown function DUF4443	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0
IPR029351	GAD domain	468	474	825	339	272	348	461	514	337	266	308	391	650	492	249	709	307	956	934	783	575	447	264	595
IPR029352	Retinal protein C2orf71	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
IPR029353	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter, C-terminal domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029354	Cylicin, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR029356	Family of FAM53	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029357	Spermatogenesis-associated protein 7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029358	Protein of unknown function DUF4586	0	1	0	0	0	0	2	2	0	2	0	2	4	0	1	0	0	1	0	3	0	2	0	0
IPR029361	Testis-expressed sequence 37 protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029367	Small integral membrane protein 10	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR029368	Small integral membrane protein 19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
