IPR	description	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
IPR027826	Domain of unknown function DUF4431	0	8	1	0	0	0	0	0	0	4	2	0	0	0	2	1	0	0	1	1	0	1	1	0	0	0
IPR027828	Protein of unknown function DUF4465	2	2	4	0	0	0	0	0	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
IPR027829	Protein of unknown function DUF4625	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR027830	Domain of unknown function DUF4524	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027831	Domain of unknown function DUF4485	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027839	Protein of unknown function DUF4432	9	4	4	1	0	0	0	6	5	4	8	0	2	8	2	0	1	1	0	0	1	1	0	0	2	1
IPR027843	Domain of unknown function DUF4440	44	36	39	0	0	0	0	51	26	97	30	1	26	38	41	47	13	12	44	35	3	45	42	33	21	35
IPR027844	Protein of unknown function DUF4507	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027848	Protein of unknown function DUF4494	2	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027849	Protein of unknown function DUF4434	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	2	0	0	1	1	0	1	0	1	0	0
IPR027853	Protein of unknown function DUF4492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR027854	Short transmembrane mitochondrial protein 1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027855	Domain of unknown function DUF4479	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027856	Protein of unknown function DUF4573	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027859	Domain of unknown function DUF4457	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR027872	Domain of unknown function DUF4428	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027873	Protein PAXX	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027876	Domain of unknown function DUF4550	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027877	Small integral membrane protein 15	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027884	Domain of unknown function DUF4614	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027885	Uncharacterised protein family UPF0728	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
IPR027886	Protein of unknown function DUF4555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR027887	Protein of unknown function DUF4464	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027890	Protein of unknown function DUF4491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027901	Protein of unknown function DUF4541	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027903	Protein of unknown function DUF4566	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027910	YdiL domain superfamily	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0
IPR027911	Domain of unknown function DUF4604	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027912	Cilia- and flagella-associated protein 54	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027914	Domain of unknown function DUF4456	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR027918	Hydrolethalus syndrome protein 1, C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR027921	Protein of unknown function DUF4598	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027924	Phage-like element PBSX protein, XkdF	16	2	22	0	1	0	0	3	22	1	16	0	1	0	3	5	0	0	8	8	0	11	5	11	0	1
IPR027925	MCM N-terminal domain	9	2	3	0	1	0	0	0	10	1	4	0	4	3	0	0	1	0	0	1	0	0	0	2	0	0
IPR027936	Ephrin receptor, transmembrane domain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027945	SseB protein, C-terminal	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
IPR027946	Oligogalacturonate lyase domain	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4
IPR027948	Protein of unknown function (DUF4436)	0	3	1	0	0	0	0	2	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	3
IPR027954	Domain of unknown function DUF4430	19	1	14	0	0	0	1	2	24	4	23	0	0	0	0	1	0	0	5	7	0	12	1	15	0	9
IPR027959	Domain of unknown function DUF4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR027961	Protein of unknown function DUF4442	9	13	12	1	0	0	0	16	30	25	27	0	3	17	9	6	1	5	12	12	0	14	1	12	9	7
IPR027962	Protein of unknown function DUF4590	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027974	Domain of unknown function DUF4470	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR027980	RACo, C-terminal	61	11	57	0	0	0	0	12	86	36	88	0	41	92	3	1	1	0	13	12	0	5	0	11	1	14
IPR027981	Protein of unknown function DUF4446	60	18	48	0	0	0	0	3	96	12	64	0	0	0	10	8	0	0	29	38	0	27	10	36	0	15
IPR027989	Domain of unknown function DUF4461	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027992	Possible tRNA binding domain	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027994	WxL domain	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
IPR027995	Galactosyltransferase, N-terminal	1	2	0	0	0	0	0	0	0	0	0	0	18	18	4	1	5	0	0	0	0	0	0	0	2	1
IPR027996	Domain of unknown function DUF4509	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028000	Protein of unknown function DUF4448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IPR028002	Myb/SANT-like DNA-binding domain	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028005	N-acetyltransferase ESCO, zinc-finger	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0
IPR028008	Protein of unknown function DUF4441	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028009	N-acetyltransferase ESCO, acetyl-transferase domain	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0
IPR028011	Domain of unknown function DUF4476	2	3	5	0	0	0	0	0	2	2	5	0	1	0	0	0	0	0	4	1	0	2	0	2	0	1
IPR028013	Protein of unknown function DUF4437	0	0	2	0	1	0	0	0	1	2	3	0	0	3	2	3	0	0	3	2	0	4	0	1	3	3
IPR028031	Domain of unknown function DUF4460	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028034	CCDC81, HU domain 1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
IPR028037	Antitoxin Rv0909/MT0933	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028048	HNH/Endo VII superfamily nuclease toxins	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028051	Chemotaxis phosphatase CheX-like domain	5	25	9	0	0	0	1	3	12	4	14	0	2	0	21	17	0	3	11	13	0	6	9	5	1	7
IPR028053	Membrane insertase YidC, N-terminal	45	185	37	2	1	0	0	143	45	280	40	0	53	130	230	59	10	11	37	42	3	45	47	32	16	47
IPR028055	Membrane insertase YidC/Oxa1, C-terminal	90	127	52	1	1	0	2	70	77	159	85	1	46	81	102	60	14	10	120	114	2	112	51	105	18	82
IPR028056	Colicin M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
IPR028057	DrrA phosphatidylinositol 4-phosphate binding domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028058	Fis1, N-terminal tetratricopeptide repeat	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028059	Putative flagellar system-associated repeat	4	2	4	0	0	0	0	1	4	1	4	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0
IPR028061	Fis1, C-terminal tetratricopeptide repeat	6	15	2	0	0	0	0	0	4	1	7	0	8	9	14	0	0	0	2	1	0	0	0	1	0	0
IPR028071	Macro-like domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028073	PTHB1, N-terminal domain	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
IPR028074	PTHB1, C-terminal domain	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
IPR028081	Leucine-binding protein domain	673	1226	546	16	10	14	20	1941	562	3499	613	15	601	1265	1301	412	69	37	332	262	5	366	336	217	94	249
IPR028085	Folliculin-interacting protein, middle domain	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028087	Putative Flp pilus-assembly TadG-like, N-terminal	37	37	30	1	3	2	2	81	30	133	30	1	192	219	51	56	45	23	18	21	0	27	43	17	48	54
IPR028088	Helix-turn-helix DNA-binding domain of Spt6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028089	Domain of unknown function DUF4455	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028090	JAB domain, prokaryotic	64	53	54	0	0	0	2	17	77	46	64	0	20	34	49	39	5	12	39	28	0	36	25	41	7	36
IPR028091	FAM91, N-terminal domain	0	0	0	0	0	0	0	0	0	1	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0
IPR028096	EfeO-type cupredoxin-like domain	90	122	81	0	4	0	4	34	126	45	128	2	21	41	103	56	3	11	79	104	3	104	54	110	7	85
IPR028097	FAM91, C-terminal domain	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain	644	544	601	2	6	1	5	208	801	489	776	8	215	299	523	470	73	61	604	641	13	667	374	563	104	468
IPR028107	Spatacsin, C-terminal domain	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR028108	Protein of unknown function DUF4505	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028110	Transmembrane protein 254	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
IPR028116	Tautomerase, cis-CaaD-like	1	7	1	0	1	0	0	0	2	2	2	0	1	0	8	1	0	0	2	0	0	1	1	1	0	1
IPR028118	Chibby family	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0
IPR028131	Tubulinyl-Tyr carboxypeptidase	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
IPR028133	Dynamitin	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028140	Protein TraM	3	220	0	0	0	0	0	0	3	1	2	0	0	3	328	9	0	0	2	0	0	3	6	4	1	1
IPR028141	Transcriptional regulator	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR028146	Glucosidase II beta subunit, N-terminal	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
IPR028148	Immunity protein 74	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028150	Lustrin, cysteine-rich repeated	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028154	AMP-dependent ligase, C-terminal	29	28	22	1	0	0	0	77	38	133	23	0	38	80	21	14	6	5	12	13	1	17	13	9	9	21
IPR028157	PELOTA RNA-binding domain	1	0	0	0	0	0	0	1	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	2
IPR028158	RPA-interacting protein, N-terminal domain	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028163	HAUS augmin-like complex subunit 6, N-terminal	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028166	Bifunctional transglycosylase second domain	2	22	8	1	0	0	0	2	10	6	6	0	0	2	11	7	1	2	3	5	1	3	7	5	3	4
IPR028172	Intraflagellar transport protein 20	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028185	Immunity protein 70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
IPR028188	Type IV pilin PilA	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IPR028189	Nitrate reductase, alpha subunit, N-terminal	5	23	8	1	0	0	0	1	2	5	8	0	2	8	12	8	2	1	5	2	2	4	7	2	2	4
IPR028190	Novel toxin 21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
IPR028191	WASH complex subunit 7, N-terminal	0	2	0	0	0	0	0	0	0	0	1	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0
IPR028200	Immunity protein 31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR028202	Reductase, C-terminal	5	25	9	0	1	1	0	12	5	27	8	0	43	84	29	19	4	3	2	0	0	4	12	1	6	18
IPR028203	Photosynthesis system II assembly factor Ycf48/Hcf136-like domain	39	118	21	0	2	1	2	14	49	23	52	0	0	22	58	20	2	6	18	17	0	14	12	24	11	20
IPR028204	Tricorn protease C1 domain	15	18	16	0	1	0	0	7	12	14	19	0	25	28	10	13	7	1	8	4	0	4	4	5	9	9
IPR028207	DNA polymerase beta, palm domain	15	5	12	0	0	0	0	3	17	0	14	0	2	2	17	3	1	1	7	8	0	5	3	1	1	4
IPR028208	Effector protein NleD-like	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	3	0	2	1	3	1	0
IPR028212	Hypothetical glycosyl hydrolase 6	2	2	0	0	0	0	0	0	6	2	4	0	0	3	1	1	1	1	0	0	0	0	0	0	0	2
IPR028218	JAB-like toxin 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR028222	AP-5 complex subunit zeta-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028228	Immunity protein 53	1	0	1	1	0	0	0	0	1	0	2	0	0	1	1	1	0	0	0	0	1	1	2	0	0	0
IPR028229	Phage-integrase repeat unit	2	0	5	0	0	0	0	0	5	1	4	0	0	1	0	0	1	0	1	1	0	2	0	4	1	1
IPR028235	Dynein assembly factor 3, C-terminal domain	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR028238	Bacterial toxin 46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR028244	Putative type VI secretion system, Rhs element associated Vgr domain	0	0	2	3	0	0	0	0	1	0	0	0	2	33	0	0	0	0	0	0	2	0	0	1	9	0
IPR028250	Thiol:disulfide interchange protein DsbD, N-terminal domain	55	175	51	3	4	0	2	98	51	203	62	2	63	146	184	53	16	11	35	28	4	30	38	20	21	48
IPR028259	AP2-like integrase, N-terminal domain	1	5	0	0	0	0	0	0	3	0	3	0	0	0	4	0	0	0	0	1	0	0	1	1	0	1
IPR028261	Dihydroprymidine dehydrogenase domain II	170	180	116	1	4	0	2	123	170	227	172	6	97	147	187	47	10	15	60	51	2	55	39	54	15	65
IPR028263	Flagellar motor switch protein FliG, N-terminal domain	49	166	41	0	2	0	0	13	38	35	41	3	25	50	166	48	8	8	24	19	0	23	35	19	9	29
IPR028267	Rapamycin-insensitive companion of mTOR, N-terminal domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028274	TerY-C metal binding domain	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028275	Clustered mitochondria protein, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028281	Siroheme synthase, central domain	13	47	11	0	2	0	0	4	27	11	28	0	0	7	45	5	0	2	11	11	2	7	5	7	3	11
IPR028282	WASH complex subunit 7, central domain	0	1	1	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
IPR028283	WASH complex subunit 7, C-terminal	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR028299	ClpA/B, conserved site 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	4	18	24	1	23	16	12	5	23
IPR028301	Serine proteases, V8 family, histidine active site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR028333	Ribosomal protein S17, archaeal/eukaryotic	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
IPR028343	Fructose-1,6-bisphosphatase	29	141	30	1	1	2	1	129	31	191	40	2	33	84	103	21	7	8	21	14	2	21	22	19	12	22
IPR028354	Glycerol-3-phosphate acyltransferase, PlsB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
IPR028364	Ribosomal protein L1/ribosomal biogenesis protein	196	288	154	2	8	0	18	159	233	422	243	10	110	201	286	63	16	12	69	69	1	63	50	58	14	66
IPR028366	Phosphate transport system protein PhoU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	7	8	31	29	1	30	34	24	17	36
IPR028374	FadR, C-terminal domain	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR028422	GREB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028460	Tyramine beta-hydroxylase/Dopamine beta-hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028565	Mu homology domain	0	3	3	0	0	0	0	0	0	0	3	1	5	10	1	1	0	0	0	0	0	0	1	0	0	0
IPR028629	CRISPR-associated endonuclease Cas9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	6	2	0	4	6	3	3	7
IPR028871	Blue (type 1) copper protein, binding site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0
IPR028881	PAN2 domain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028883	tRNA-specific adenosine deaminase	58	93	87	0	0	0	2	51	89	109	93	1	35	69	118	33	7	9	27	34	1	27	33	35	13	39
IPR028894	Reductive dehalogenase domain	5	0	2	0	4	0	0	0	6	4	7	2	0	0	0	0	0	0	3	1	0	2	0	4	0	1
IPR028897	Tox-HDC domain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028899	Tox-URI2 domain	2	0	2	0	0	0	0	0	3	0	1	0	0	0	1	2	0	0	1	1	0	0	1	1	0	0
IPR028902	Tox-REase-9 domain	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	0	0	1	1	1	0	3
IPR028903	Tox-REase-7 domain	2	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	1	0	1	0	0	0	0	0	1	0
IPR028904	Tox-REase-5 domain	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
IPR028905	Tox-REase-3 domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028908	Tox-PL domain	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR028909	Ribosomal protein L21-like	216	271	216	7	14	8	23	129	298	315	284	18	103	153	248	55	13	12	111	109	3	116	47	111	13	73
IPR028910	Tox-PL-2 domain	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028913	Tox-MPTase3 domain	1	0	2	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	2	1	0	2	1	2	0	1
IPR028916	Tox-GHH domain	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028917	Tox-GHH2 domain	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0
IPR028920	Tox-ART-HYD1 domain	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0
IPR028921	NTF2 fold domain	4	0	3	0	0	0	0	2	0	1	3	0	17	10	0	2	0	1	3	2	0	1	1	1	1	1
IPR028923	SAICAR synthetase/ADE2, N-terminal	329	521	314	3	7	6	6	279	404	605	419	0	187	319	577	76	14	13	88	90	2	85	58	94	19	88
IPR028926	CEP76, C2 domain	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR028927	Mannose-6-phosphate receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR028928	CC2D2A, N-terminal, C2 domain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028932	TerB-C domain	1	10	0	0	0	0	0	1	2	1	0	0	0	1	7	3	0	0	1	1	1	0	2	0	1	3
IPR028933	Lebercilin domain	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
IPR028934	Vacuolar protein sorting protein 26 related	0	5	0	0	1	0	0	0	1	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal	96	172	85	0	1	2	4	80	124	141	115	1	35	74	172	49	12	10	32	53	3	43	47	41	14	47
IPR028941	WHIM2 domain	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028943	EH signature domain	4	24	5	0	0	0	0	1	2	3	7	0	4	5	15	6	3	0	2	4	0	3	5	2	3	4
IPR028944	PRTase ComF-like	0	0	0	0	0	0	0	0	2	1	2	0	0	1	2	0	0	0	1	1	0	1	0	1	0	0
IPR028945	WRB/Get1 family	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028946	Bacterial toxin 44	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
IPR028948	Bacterial toxin 28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR028950	Immunity protein 71	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
IPR028952	Immunity protein 63	0	2	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
IPR028953	Immunity protein IFT-like	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028956	Immunity protein 51	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028957	Immunity protein 50	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2
IPR028958	Immunity protein 42	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IPR028959	Immunity protein 41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR028960	Immunity protein 27	1	2	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	1	0	1	1	1	0	0
IPR028961	Immunity protein 21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR028964	Immunity protein 8	2	2	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1
IPR028965	Immunity protein 7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028966	Immunity protein 72	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
IPR028968	Immunity protein 58	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR028969	Immunity protein 52	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1
IPR028971	NAD-glutamate dehydrogenase	214	522	202	2	1	0	4	105	159	380	271	3	733	975	384	85	14	13	45	40	0	44	75	24	30	73
IPR028973	PhnB-like	133	190	122	2	0	0	0	128	135	257	189	2	35	91	196	48	6	9	79	84	3	91	38	76	17	38
IPR028974	TSP type-3 repeat	131	21	115	0	6	0	5	33	138	60	153	8	2	4	16	2	0	0	55	40	0	47	2	36	5	14
